Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides puf3a	Peptides puf3b	Peptides puf3c	Peptides puf3d	Peptides puf3e	Peptides wta	Peptides wtb	Peptides wtc	Peptides wtd	Peptides wte	Razor + unique peptides puf3a	Razor + unique peptides puf3b	Razor + unique peptides puf3c	Razor + unique peptides puf3d	Razor + unique peptides puf3e	Razor + unique peptides wta	Razor + unique peptides wtb	Razor + unique peptides wtc	Razor + unique peptides wtd	Razor + unique peptides wte	Unique peptides puf3a	Unique peptides puf3b	Unique peptides puf3c	Unique peptides puf3d	Unique peptides puf3e	Unique peptides wta	Unique peptides wtb	Unique peptides wtc	Unique peptides wtd	Unique peptides wte	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Experiment puf3a	Experiment puf3b	Experiment puf3c	Experiment puf3d	Experiment puf3e	Experiment wta	Experiment wtb	Experiment wtc	Experiment wtd	Experiment wte	PEP	Sequence coverage puf3a [%]	Sequence coverage puf3b [%]	Sequence coverage puf3c [%]	Sequence coverage puf3d [%]	Sequence coverage puf3e [%]	Sequence coverage wta [%]	Sequence coverage wtb [%]	Sequence coverage wtc [%]	Sequence coverage wtd [%]	Sequence coverage wte [%]	Intensity	Intensity puf3a	Intensity puf3b	Intensity puf3c	Intensity puf3d	Intensity puf3e	Intensity wta	Intensity wtb	Intensity wtc	Intensity wtd	Intensity wte	LFQ intensity puf3a	LFQ intensity puf3b	LFQ intensity puf3c	LFQ intensity puf3d	LFQ intensity puf3e	LFQ intensity wta	LFQ intensity wtb	LFQ intensity wtc	LFQ intensity wtd	LFQ intensity wte	MS/MS Count puf3a	MS/MS Count puf3b	MS/MS Count puf3c	MS/MS Count puf3d	MS/MS Count puf3e	MS/MS Count wta	MS/MS Count wtb	MS/MS Count wtc	MS/MS Count wtd	MS/MS Count wte	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
YJR137C	YJR137C	4	4	4	>YJR137C MET5 SGDID:S000003898, Chr X from 683285-678957, Genome Release 64-1-1, reverse complement, Verified ORF, Sulfite reductase beta subunit, involved in amino acid biosynthesis, transcription repressed by methionine	1	4	4	4	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	4.4	4.4	4.4	161.22	1442	1442	5.4	1				1	1	1	1			1				1	1	1	1			6.6258E-27	1.2	0	0	0	1	1.6	1.6	0.6	0	0	11726000	2494500	0	0	0	3132700	2721200	2308200	1069000	0	0	2494500	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0				1134	3728;6505;11137;11401	True;True;True;True	3770;6580;11303;11573	22423;22424;40150;67981;69768	25412;25413;45647;77414;79449	25413;45647;77414;79449		
YJR139C	YJR139C	18	18	18	>YJR139C HOM6 SGDID:S000003900, Chr X from 690524-689445, Genome Release 64-1-1, reverse complement, Verified ORF, Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase), dimeric enzyme that catalyzes the third step in the common pathway for methioni	1	18	18	18	9	9	10	9	12	11	11	12	11	11	9	9	10	9	12	11	11	12	11	11	9	9	10	9	12	11	11	12	11	11	50.4	50.4	50.4	38.502	359	359	5.56	11	14	12	13	14	14	12	13	12	14	11	14	12	13	14	14	12	13	12	14	6.2172E-187	33.4	37	35.9	37.3	40.1	37.9	41.8	40.4	37.6	38.2	10067000000	883590000	1471000000	844910000	1118700000	1426400000	971700000	723820000	808300000	616080000	1202200000	1002300000	1146600000	896420000	1170200000	947210000	1081800000	1056400000	1049400000	1133900000	1212000000	15	19	16	15	19	19	18	16	15	17				1135	224;1224;1302;1547;2193;3345;3346;3925;5237;5765;5992;6527;7205;9186;9199;10914;12623;12960	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	227;1244;1323;1570;2224;3385;3386;3969;5295;5829;6058;6602;7290;9319;9332;11074;12819;13157	1534;1535;1536;1537;1538;8074;8075;8076;8466;8467;8468;8469;8470;8471;8472;8473;8474;8475;8476;9899;13412;13413;13414;13415;13416;13417;13418;20084;20085;20086;20087;20088;20089;20090;20091;20092;20093;20094;20095;20096;20097;20098;23558;23559;23560;23561;23562;23563;23564;23565;32278;32279;32280;32281;32282;32283;32284;32285;32286;32287;35628;35629;36872;36873;36874;40258;44704;44705;44706;44707;44708;44709;44710;44711;55864;55865;55866;55867;55868;55869;55928;66488;66489;66490;66491;66492;66493;66494;66495;66496;66497;66498;66499;66500;66501;66502;66503;66504;66505;66506;66507;66508;78075;78076;78077;78078;78079;78080;78081;78082;78083;78084;78085;78086;78087;80010;80011;80012;80013;80014;80015;80016;80017;80018;80019;80020;80021;80022;80023	1800;1801;1802;1803;1804;9220;9221;9222;9628;9629;9630;9631;9632;9633;9634;9635;9636;9637;9638;11202;15183;15184;15185;15186;15187;15188;15189;22696;22697;22698;22699;22700;22701;22702;22703;22704;22705;22706;22707;22708;22709;22710;26681;26682;26683;26684;26685;26686;26687;26688;36804;36805;36806;36807;36808;36809;36810;36811;36812;36813;36814;36815;36816;36817;36818;36819;36820;36821;36822;36823;36824;36825;36826;36827;36828;36829;36830;36831;36832;36833;36834;36835;36836;40610;40611;41978;41979;41980;45756;50845;50846;50847;50848;50849;50850;50851;50852;63236;63237;63238;63239;63240;63241;63301;75662;75663;75664;75665;75666;75667;75668;75669;75670;75671;75672;75673;75674;75675;75676;75677;75678;75679;75680;75681;75682;75683;75684;75685;75686;75687;75688;75689;75690;75691;75692;75693;75694;75695;75696;75697;75698;75699;75700;89016;89017;89018;89019;89020;89021;89022;89023;89024;89025;89026;89027;89028;91168;91169;91170;91171;91172;91173;91174;91175;91176;91177;91178;91179;91180;91181	1802;9220;9634;11202;15189;22697;22705;26686;36825;40611;41980;45756;50852;63241;63301;75691;89028;91175		
YJR142W	YJR142W	3	3	3	>YJR142W YJR142W SGDID:S000003903, Chr X from 697141-698169, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; GST fusion protein is a Dbf2-Mob1 phosphoylation target in a proteome chip analysis; synthetic lethal with PH085	1	3	3	3	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	9.4	9.4	9.4	39.69	342	342	7.33				1		1	1	1	1	1				1		1	1	1	1	1	1.2005E-07	0	0	0	2.6	0	2.6	3.5	2.6	3.2	2.6	25151000	0	0	0	6494500	0	3122900	4052400	5239900	989940	5251100	0	0	0	0	0	0	0	0	0	5929100	0	0	0	1	0	1	1	1	1	1				1136	7813;8283;11513	True;True;True	7929;8408;11686	48306;50847;50848;50849;50850;70550	54886;57661;57662;57663;57664;80286	54886;57661;80286		
YJR144W	YJR144W	6	6	6	>YJR144W MGM101 SGDID:S000003905, Chr X from 700882-701691, Genome Release 64-1-1, Verified ORF, Protein involved in mitochondrial genome maintenance; component of the mitochondrial nucleoid, required for the repair of oxidative mtDNA damage	1	6	6	6	2	2	0	3	2	1	1	1	0	0	2	2	0	3	2	1	1	1	0	0	2	2	0	3	2	1	1	1	0	0	25.3	25.3	25.3	30.09	269	269	4.08	2	2		3	2	1	1	1			2	2		3	2	1	1	1			1.0496E-24	8.6	11.2	0	11.5	7.8	3.3	3.3	3.3	0	0	28578000	10520000	2656600	0	3808300	7449500	1259400	1362800	1521300	0	0	0	0	0	3672400	0	0	0	0	0	0	2	2	0	3	2	1	1	1	0	0				1137	198;1372;1495;3343;6461;9486	True;True;True;True;True;True	201;1393;1517;3383;6536;9624	1379;8892;9615;20082;39887;39888;39889;39890;39891;57503;57504;57505	1634;10080;10881;22694;45384;45385;45386;45387;45388;65046;65047;65048	1634;10080;10881;22694;45384;65048		
YJR148W	YJR148W	9	6	6	>YJR148W BAT2 SGDID:S000003909, Chr X from 705744-706874, Genome Release 64-1-1, Verified ORF, Cytosolic branched-chain amino acid (BCAA) aminotransferase, preferentially involved in BCAA catabolism; homolog of murine ECA39; highly expressed during statio	1	9	6	6	5	5	4	5	6	2	3	6	2	3	3	3	2	3	4	1	1	4	1	2	3	3	2	3	4	1	1	4	1	2	33	25.8	25.8	41.624	376	376	4.77	4	4	2	3	4	1	1	4	1	2	4	4	2	3	4	1	1	4	1	2	9.3743E-79	16.5	18.6	12	18.6	23.9	9.6	9.8	22.6	9.3	11.2	145980000	20596000	27725000	10918000	22246000	28563000	3416400	3332700	14377000	2538100	12269000	17415000	16301000	20813000	21363000	20496000	0	0	18228000	0	17343000	4	4	2	3	4	1	1	4	1	2				1138	1671;2381;3527;4515;5622;6290;6423;8018;9496	True;False;True;True;False;False;True;True;True	1694;2416;3569;4569;5685;6361;6497;8138;9634	10565;10566;10567;10568;10569;10570;10571;14415;14416;14417;14418;14419;14420;14421;14422;14423;14424;14425;14426;14427;14428;14429;14430;14431;14432;21229;21230;21231;21232;21233;21234;21235;21236;27318;27319;27320;27321;27322;27323;27324;27325;34827;34828;34829;38727;38728;38729;38730;39588;49513;57530	11953;11954;11955;11956;11957;11958;11959;16290;16291;16292;16293;16294;16295;16296;16297;16298;16299;16300;16301;16302;16303;16304;16305;16306;16307;24085;24086;24087;24088;24089;24090;24091;24092;30932;30933;30934;30935;30936;30937;30938;30939;39759;39760;39761;43981;43982;43983;43984;45050;56241;65073	11953;16290;24089;30936;39760;43981;45050;56241;65073		
YKL001C	YKL001C	1	1	1	>YKL001C MET14 SGDID:S000001484, Chr XI from 439385-438777, Genome Release 64-1-1, reverse complement, Verified ORF, Adenylylsulfate kinase, required for sulfate assimilation and involved in methionine metabolism	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	7.4	7.4	7.4	23.06	202	202	6				1	1		1	1						1	1		1	1			5.14E-16	0	0	0	7.4	7.4	0	7.4	7.4	0	0	13296000	0	0	0	4252500	3512500	0	2576500	2954100	0	0	0	0	0	0	0	0	0	3619900	0	0	0	0	0	1	1	0	1	1	0	0				1139	861	True	879	5790;5791;5792;5793	6596;6597;6598;6599	6599		
YKL006W	YKL006W	10	10	2	>YKL006W RPL14A SGDID:S000001489, Chr XI from 431906-432034,432433-432720, Genome Release 64-1-1, Verified ORF, N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl14Bp and has similarity to rat L14 ribos	1	10	10	2	6	5	7	9	7	7	5	7	5	7	6	5	7	9	7	7	5	7	5	7	0	0	1	1	1	0	0	1	0	1	52.2	52.2	7.2	15.167	138	138	5.49	7	6	8	11	9	7	6	8	7	8	7	6	8	11	9	7	6	8	7	8	4.6673E-97	39.1	39.1	50	52.2	50	44.2	36.2	50.7	38.4	52.2	317990000	0	0	110730000	8776600	186190000	0	0	2957100	0	9335300	0	0	0	0	0	0	0	0	0	10541000	0	0	1	1	1	0	0	1	0	1				1140	49;3226;5971;6005;6038;8599;9054;11864;12430;12432	True;True;True;True;True;True;True;True;True;True	49;3266;6037;6072;6106;8727;9187;12045;12621;12623	377;378;379;380;381;382;383;19430;19431;19432;19433;19434;19435;19436;19437;19438;19439;36775;36776;36777;37017;37018;37019;37208;37209;37210;37211;37212;37213;37214;37215;37216;37217;37218;37219;37220;37221;37222;52716;52717;52718;52719;52720;52721;52722;52723;52724;52725;52726;52727;52728;52729;52730;52731;55189;55190;55191;55192;55193;55194;72962;72963;72964;72965;72966;72967;76910;76911;76915;76916;76917;76918;76919;76920;76921;76922;76923	429;430;431;432;433;434;435;21974;21975;21976;21977;21978;21979;21980;21981;21982;21983;41879;41880;41881;42142;42143;42144;42341;42342;42343;42344;42345;42346;42347;42348;42349;42350;42351;42352;42353;42354;42355;59845;59846;59847;59848;59849;59850;59851;59852;59853;59854;59855;59856;59857;59858;59859;59860;62466;62467;62468;62469;62470;62471;83073;83074;83075;83076;83077;83078;87739;87740;87744;87745;87746;87747;87748;87749;87750;87751;87752	432;21980;41881;42144;42348;59860;62470;83074;87739;87747		
YKL007W	YKL007W	3	3	3	>YKL007W CAP1 SGDID:S000001490, Chr XI from 429302-430108, Genome Release 64-1-1, Verified ORF, Alpha subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; lo	1	3	3	3	2	2	2	2	2	3	2	2	1	1	2	2	2	2	2	3	2	2	1	1	2	2	2	2	2	3	2	2	1	1	14.9	14.9	14.9	30.699	268	268	4.8	3	3	3	3	3	3	2	3	1	1	3	3	3	3	3	3	2	3	1	1	3.0521E-42	9.7	9.7	9.7	9.7	9.7	14.9	10.8	9.7	5.6	4.1	201250000	31020000	19862000	31181000	23582000	43938000	10689000	9272800	21594000	5680500	4426800	28249000	17493000	26990000	20791000	28561000	15426000	23981000	24821000	0	0	3	3	3	3	3	3	2	3	2	1				1141	1409;4845;5677	True;True;True	1430;4899;5740	9112;9113;9114;9115;9116;9117;9118;9119;9120;9121;9122;9123;9124;9125;9126;29787;29788;29789;29790;29791;29792;29793;29794;35119;35120	10343;10344;10345;10346;10347;10348;10349;10350;10351;10352;10353;10354;10355;10356;10357;10358;33932;33933;33934;33935;33936;33937;33938;33939;40082;40083	10354;33934;40082		
YKL009W	YKL009W	7	7	7	>YKL009W MRT4 SGDID:S000001492, Chr XI from 426242-426952, Genome Release 64-1-1, Verified ORF, Protein involved in mRNA turnover and ribosome assembly, localizes to the nucleolus	1	7	7	7	3	6	2	5	5	3	4	4	5	5	3	6	2	5	5	3	4	4	5	5	3	6	2	5	5	3	4	4	5	5	36.4	36.4	36.4	27.058	236	236	5.56	4	7	3	7	6	4	5	5	5	6	4	7	3	7	6	4	5	5	5	6	1.3931E-123	18.6	32.6	14.4	26.3	28.4	20.8	22	22	25.8	29.2	345310000	9831700	63683000	9306200	55426000	66388000	30129000	24040000	25755000	13542000	47207000	31715000	36308000	26509000	48261000	31137000	39857000	34150000	37169000	35071000	39591000	3	7	3	6	6	4	5	4	4	6				1142	678;5327;6182;7552;8148;8681;9370	True;True;True;True;True;True;True	692;5386;6252;7640;8270;8811;9507	4518;4519;4520;4521;4522;4523;4524;4525;4526;4527;4528;4529;4530;4531;4532;4533;4534;4535;32923;32924;32925;32926;38130;38131;38132;38133;38134;38135;38136;38137;38138;38139;46793;46794;46795;46796;46797;46798;46799;46800;50168;50169;50170;50171;50172;50173;53164;53165;53166;53167;53168;56838	5086;5087;5088;5089;5090;5091;5092;5093;5094;5095;5096;5097;5098;5099;5100;5101;5102;5103;37608;37609;37610;37611;43345;43346;43347;43348;43349;43350;43351;43352;43353;43354;53257;53258;53259;53260;53261;53262;53263;53264;56947;56948;56949;56950;56951;56952;60328;60329;60330;60331;60332;64248	5088;37611;43350;53263;56949;60332;64248		
YKL010C	YKL010C	3	3	3	>YKL010C UFD4 SGDID:S000001493, Chr XI from 425875-421424, Genome Release 64-1-1, reverse complement, Verified ORF, Ubiquitin-protein ligase (E3) that interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 i	1	3	3	3	0	1	0	0	0	1	2	1	2	1	0	1	0	0	0	1	2	1	2	1	0	1	0	0	0	1	2	1	2	1	2	2	2	167.84	1483	1483	7.25		1				1	2	1	2	1		1				1	2	1	2	1	5.9678E-05	0	0.5	0	0	0	0.5	1.4	0.5	1	0.5	14256000	0	2976400	0	0	0	1230600	3260900	1901400	3261000	1625500	0	0	0	0	0	0	0	0	4675700	0	0	2	0	0	0	1	2	1	2	1				1143	2110;5002;7067	True;True;True	2141;5057;7151	12902;12903;12904;30676;43698;43699;43700;43701	14611;14612;14613;34946;49660;49661;49662;49663;49664	14612;34946;49663		
YKL013C	YKL013C	2	2	2	>YKL013C ARC19 SGDID:S000001496, Chr XI from 418023-417508, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	16.4	16.4	16.4	19.916	171	171	5.72	2	1	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	6.8271E-14	16.4	7	16.4	16.4	7	16.4	16.4	16.4	16.4	16.4	443380000	44737000	45092000	48960000	64917000	41716000	33253000	39596000	44316000	26806000	53983000	59526000	0	0	50104000	0	39110000	55527000	56247000	45708000	50528000	2	1	2	2	1	2	2	2	2	2				1144	7955;10048	True;True	8072;10195	49136;49137;49138;49139;49140;49141;49142;49143;60790;60791;60792;60793;60794;60795;60796;60797;60798;60799	55823;55824;55825;55826;55827;55828;55829;55830;68683;68684;68685;68686;68687;68688;68689;68690;68691;68692	55826;68688		
YKL014C	YKL014C	8	8	8	>YKL014C URB1 SGDID:S000001497, Chr XI from 416913-411619, Genome Release 64-1-1, reverse complement, Verified ORF, Nucleolar protein required for the normal accumulation of 25S and 5.8S rRNAs, associated with the 27SA2 pre-ribosomal particle; proposed to	1	8	8	8	1	2	1	1	2	1	1	0	0	3	1	2	1	1	2	1	1	0	0	3	1	2	1	1	2	1	1	0	0	3	6.7	6.7	6.7	203.28	1764	1764	5.42	1	2	1	1	2	1	1			3	1	2	1	1	2	1	1			3	5.7257E-20	1	1.9	0.8	0.6	1.4	0.6	0.8	0	0	1.9	44172000	4020000	11371000	951180	4511000	15182000	765440	376380	0	0	6994500	0	0	0	0	0	0	0	0	0	7897600	1	2	1	1	2	1	1	0	0	3				1145	4784;4944;5263;5385;6622;7086;10167;11923	True;True;True;True;True;True;True;True	4838;4999;5322;5445;6698;7171;10314;12105	29445;29446;30383;32593;32594;32595;32596;33250;40975;44098;61627;73341	33538;33539;34643;37232;37233;37234;37235;37987;46585;50182;69778;83478	33538;34643;37234;37987;46585;50182;69778;83478		
YKL016C	YKL016C	2	2	2	>YKL016C ATP7 SGDID:S000001499, Chr XI from 407989-407465, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for AT	1	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14.9	14.9	14.9	19.809	174	174	5					2										2						5.6243E-06	0	0	0	0	14.9	0	0	0	0	0	11198000	0	0	0	0	11198000	0	0	0	0	0	0	0	0	0	8253600	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0				1146	5323;8458	True;True	5382;8585	32907;51937	37590;58912	37590;58912		
YKL018W	YKL018W	3	3	3	>YKL018W SWD2 SGDID:S000001501, Chr XI from 404102-405091, Genome Release 64-1-1, Verified ORF, Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lys 4 and is involved in telomeric silencing; subunit of CPF (cleavage and polyadenylati	1	3	3	3	1	2	1	1	1	2	1	2	1	3	1	2	1	1	1	2	1	2	1	3	1	2	1	1	1	2	1	2	1	3	10.9	10.9	10.9	37.122	329	329	6.07	1	2	1	1	1	2	1	2	1	3	1	2	1	1	1	2	1	2	1	3	1.2087E-23	3.6	7	3.6	3.6	3.6	7	3.6	7	3.6	10.9	66848000	5516200	5085800	5292400	5714100	6245100	7465700	6092700	8165600	4734700	12536000	0	0	0	0	0	10772000	0	11761000	0	11559000	1	1	1	1	1	2	1	2	1	3				1147	11244;12663;12808	True;True;True	11413;12859;13004	68503;68504;68505;68506;68507;68508;68509;68510;68511;68512;78303;79170;79171;79172;79173	77968;77969;77970;77971;77972;77973;77974;77975;77976;77977;89261;90272;90273;90274;90275	77968;89261;90272		
YKL019W	YKL019W	2	2	2	>YKL019W RAM2 SGDID:S000001502, Chr XI from 402568-403518, Genome Release 64-1-1, Verified ORF, Alpha subunit of both the farnesyltransferase and type I geranylgeranyltransferase that catalyze prenylation of proteins containing a CAAX consensus motif; ess	1	2	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	8.5	8.5	8.5	37.507	316	316	7.5					1					1					1					1	9.3494E-09	0	0	0	0	4.1	0	0	0	0	4.4	4008900	0	0	0	0	3066000	0	0	0	0	942890	0	0	0	0	2259900	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				1148	2290;11553	True;True	2322;11727	13958;70759	15806;80552	15806;80552		
YKL021C	YKL021C	5	5	5	>YKL021C MAK11 SGDID:S000001504, Chr XI from 398750-397344, Genome Release 64-1-1, reverse complement, Verified ORF, Protein involved in an early, nucleolar step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 d	1	5	5	5	1	1	3	2	2	1	1	3	1	2	1	1	3	2	2	1	1	3	1	2	1	1	3	2	2	1	1	3	1	2	11.3	11.3	11.3	53.672	468	468	5.65	1	1	3	2	2	1	1	3	1	2	1	1	3	2	2	1	1	3	1	2	1.2765E-39	2.8	2.8	6.8	4.5	5.1	2.4	2.4	6.6	2.4	4.5	67191000	10820000	4569400	11881000	6768400	16163000	1514100	1647400	7319300	1552300	4955300	0	0	9096900	9857400	8303900	0	0	7541100	0	8704700	1	1	3	2	2	1	1	3	1	2				1149	2522;6921;7580;11805;11869	True;True;True;True;True	2559;7002;7668;11986;12050	15162;15163;42867;42868;42869;42870;42871;42872;42873;46974;46975;46976;46977;72571;72572;72573;72979	17076;17077;48729;48730;48731;48732;48733;48734;48735;53448;53449;53450;53451;82613;82614;82615;83090	17076;48734;53448;82615;83090		
YKL024C	YKL024C	5	5	5	>YKL024C URA6 SGDID:S000001507, Chr XI from 393140-392526, Genome Release 64-1-1, reverse complement, Verified ORF, Uridylate kinase, catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines, converting uridine monophosphate (UMP) i	1	5	5	5	2	2	4	2	3	4	3	4	2	3	2	2	4	2	3	4	3	4	2	3	2	2	4	2	3	4	3	4	2	3	28.9	28.9	28.9	22.933	204	204	5.59	3	3	5	3	4	4	4	4	3	4	3	3	5	3	4	4	4	4	3	4	1.1165E-28	10.8	10.8	22.1	10.8	15.7	24	17.6	22.5	10.8	17.6	267720000	14465000	18551000	66673000	21812000	56231000	11152000	13662000	37811000	7921000	19438000	23291000	26176000	34832000	33426000	25205000	24356000	26036000	26050000	20191000	27098000	4	4	5	4	5	4	4	5	3	5				1150	302;1846;2625;3096;10315	True;True;True;True;True	306;1873;2662;3136;10462	2093;2094;2095;11566;11567;11568;11569;15798;15799;18652;18653;18654;18655;18656;18657;18658;18659;18660;18661;62512;62513;62514;62515;62516;62517;62518;62519;62520;62521;62522;62523;62524;62525;62526;62527;62528;62529	2404;2405;2406;13075;13076;13077;13078;17776;17777;21056;21057;21058;21059;21060;21061;21062;21063;21064;21065;21066;21067;21068;21069;21070;21071;21072;70725;70726;70727;70728;70729;70730;70731;70732;70733;70734;70735;70736;70737;70738;70739;70740;70741;70742	2404;13077;17776;21058;70726		
YKL028W	YKL028W	2	2	2	>YKL028W TFA1 SGDID:S000001511, Chr XI from 385758-387206, Genome Release 64-1-1, Verified ORF, TFIIE large subunit, involved in recruitment of RNA polymerase II to the promoter, activation of TFIIH, and promoter opening	1	2	2	2	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	5.8	5.8	5.8	54.741	482	482	3	1		1		1						1		1		1						1.8766E-65	1.9	0	3.9	0	3.9	0	0	0	0	0	9105900	1824000	0	2789000	0	4493000	0	0	0	0	0	0	0	0	0	3311700	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0				1151	2401;8942	True;True	2437;9074	14500;14501;54494	16375;16376;61728	16375;61728		
YKL029C	YKL029C	11	11	11	>YKL029C MAE1 SGDID:S000001512, Chr XI from 384725-382716, Genome Release 64-1-1, reverse complement, Verified ORF, Mitochondrial malic enzyme, catalyzes the oxidative decarboxylation of malate to pyruvate, which is a key intermediate in sugar metabolism 	1	11	11	11	6	7	8	7	10	8	9	6	6	6	6	7	8	7	10	8	9	6	6	6	6	7	8	7	10	8	9	6	6	6	26.3	26.3	26.3	74.375	669	669	5.41	6	7	8	7	11	8	9	6	6	6	6	7	8	7	11	8	9	6	6	6	1.5103E-108	15.2	17.8	18.5	17.9	24.1	19.3	22.4	14.8	13.9	15.4	447500000	35925000	47286000	34813000	52516000	92004000	48457000	53594000	25911000	18884000	38113000	41577000	47220000	40428000	54926000	47223000	57116000	52386000	42334000	40532000	44718000	6	7	8	7	11	8	9	6	5	6				1152	1261;2101;2377;2456;4338;4635;5228;6155;7713;11903;12093	True;True;True;True;True;True;True;True;True;True;True	1282;2132;2412;2493;4387;4689;5286;6225;7814;12084;12277	8264;8265;8266;8267;8268;12825;12826;12827;12828;12829;12830;12831;12832;14389;14390;14391;14392;14393;14394;14395;14396;14397;14756;14757;14758;14759;14760;14761;14762;26240;28057;28058;28059;28060;28061;28062;28063;32234;32235;32236;32237;32238;32239;32240;32241;32242;32243;37918;37919;37920;47714;47715;47716;47717;47718;73199;73200;73201;73202;73203;73204;73205;73206;73207;73208;74611;74612;74613;74614;74615;74616;74617;74618;74619	9422;9423;9424;9425;9426;14522;14523;14524;14525;14526;14527;14528;14529;16263;16264;16265;16266;16267;16268;16269;16270;16271;16643;16644;16645;16646;16647;16648;16649;29757;31754;31755;31756;31757;31758;31759;31760;36760;36761;36762;36763;36764;36765;36766;36767;36768;36769;43108;43109;43110;54253;54254;54255;54256;54257;83333;83334;83335;83336;83337;83338;83339;83340;83341;83342;85045;85046;85047;85048;85049;85050;85051;85052;85053	9424;14529;16266;16645;29757;31757;36764;43110;54256;83336;85046		
YKL032C	YKL032C	1	1	1	>YKL032C IXR1 SGDID:S000001515, Chr XI from 381858-380065, Genome Release 64-1-1, reverse complement, Verified ORF, Protein that binds DNA containing intrastrand cross-links formed by cisplatin, contains two HMG (high mobility group box) domains, which co	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1.8	1.8	1.8	67.855	597	597	5.5			1					1					1					1			0.0013219	0	0	1.8	0	0	0	0	1.8	0	0	9344400	0	0	6352700	0	0	0	0	2991700	0	0	0	0	0	0	0	0	0	3666100	0	0	0	0	1	0	0	0	0	1	0	0				1153	7952	True	8069	49124;49125	55811;55812	55811		
